currentdate,currenttime,temperature_kettle,temperature_mash,temperature_amb,weight,heater
2020-04-23,02:52:57,56.81,221.6,135.7,10.28,0
2020-04-23,02:53:57,56.13,219.7,-43,10.27,0
2020-04-23,02:54:57,56.52,220.4,78.4,10.25,0
2020-04-23,02:55:57,55.96,219.7,-10.8,10.24,0
2020-04-23,02:56:57,55.48,220.9,-43.2,10.22,0
2020-04-23,02:57:57,54.84,221.5,219,10.19,1
2020-04-23,02:58:57,55.6,219.8,37.1,10.12,0
2020-04-23,02:59:57,56.39,221.6,91.5,10.19,0
2020-04-23,03:00:57,56.31,220.1,100.7,10.21,0
2020-04-23,03:01:57,55.4,222,-58.8,10.21,0
2020-04-23,03:02:57,55.54,219.4,97.6,10.2,0
2020-04-23,03:03:57,55.72,220.7,114,10.19,0
2020-04-23,03:04:57,55.09,221.1,-11.1,10.17,0
2020-04-23,03:05:57,54.78,221.4,-10.4,10.15,1
2020-04-23,03:06:57,54.83,219.2,169.7,10.06,1
2020-04-23,03:07:57,55.6,220.5,-15.2,10.06,0
2020-04-23,03:08:57,57.08,219,80.5,10.15,0
2020-04-23,03:09:57,57.93,220.3,95.4,10.19,0
2020-04-23,03:10:57,57.65,220,131.9,10.21,0
2020-04-23,03:11:57,56.8,221.7,-55.9,10.2,0
2020-04-23,03:12:57,57.03,221.4,130.6,10.18,0
2020-04-23,03:13:57,56.87,221.1,92.8,10.18,0
2020-04-23,03:14:57,56.87,221.6,100.7,10.17,0
2020-04-23,03:15:57,55.4,220.6,-48.3,10.15,0
2020-04-23,03:16:57,55.79,221.4,84.8,10.12,0
2020-04-23,03:17:57,55.14,221.3,-58.2,10.11,0
2020-04-23,03:18:57,54.59,221.5,-199,10.08,1
2020-04-23,03:19:57,54.74,221.5,200.4,10,1
2020-04-23,03:20:57,55.7,220.7,130.4,9.98,0
2020-04-23,03:21:57,57.48,221,74.8,10.07,0
2020-04-23,03:22:57,58.17,222.3,114.6,10.11,0
2020-04-23,03:23:57,57.52,221.8,-79.6,10.12,0
2020-04-23,03:24:57,57.08,221.2,140.3,10.11,0
2020-04-23,03:25:57,56.84,220.3,98.6,10.1,0
2020-04-23,03:26:57,56.5,221.7,94.5,10.09,0
2020-04-23,03:27:57,56.17,219.2,-94,10.08,0
2020-04-23,03:28:57,56.24,221.7,80.7,10.06,0
2020-04-23,03:29:57,55.28,221,151.7,10.05,0
2020-04-23,03:30:57,55.16,220.9,-96.4,10.02,0
2020-04-23,03:31:57,54.27,220.5,210.6,10,1
2020-04-23,03:32:57,53.47,218.5,-110.8,9.92,1
2020-04-23,03:33:57,56.61,219.9,108,9.9,0
2020-04-23,03:34:57,57.61,221.7,94.1,10,0
2020-04-23,03:35:57,57.51,218.4,131.3,10.04,0
2020-04-23,03:36:57,58.01,220.8,125.3,10.05,0
2020-04-23,03:37:57,57.19,219.5,-82.9,10.06,0
2020-04-23,03:38:57,56.9,219.1,86,10.03,0
2020-04-23,03:39:58,57.08,220.4,85.5,10.02,0
2020-04-23,03:40:58,56.48,219.6,-107.8,10,0
2020-04-23,03:41:58,56.03,220.5,-124.5,9.99,0
2020-04-23,03:42:58,56.35,218,103.8,9.97,0
2020-04-23,03:43:58,55.17,220.5,60.1,9.96,0
2020-04-23,03:44:58,54.92,218.1,193.2,9.93,1
2020-04-23,03:45:58,55.58,221.8,78.6,9.84,0
2020-04-23,03:46:58,55.68,219.9,113.2,9.89,0
2020-04-23,03:47:58,56.18,219.1,109.7,9.92,0
2020-04-23,03:48:58,54.98,222.1,191.3,9.93,1
2020-04-23,03:49:58,56.42,220.7,15.1,9.84,0
2020-04-23,03:50:58,56.33,222.1,114.2,9.9,0
2020-04-23,03:51:58,57.5,220.9,123,9.92,0
2020-04-23,03:52:58,57.17,221.4,96.5,9.93,0
2020-04-23,03:53:58,56.27,219.6,7.2,9.93,0
2020-04-23,03:54:58,56.16,221.3,82.1,9.91,0
2020-04-23,03:55:58,55.63,220.4,-54,9.9,0
2020-04-23,03:56:58,55.99,221.4,141.4,9.88,0
2020-04-23,03:57:58,55.23,221,159.3,9.87,0
2020-04-23,03:58:58,55.05,222.2,156.7,9.84,0
2020-04-23,03:59:58,54.35,221.6,81.5,9.83,1
2020-04-23,04:01:58,55.35,218,84.1,9.8,0
2020-04-23,04:02:58,55.85,220.4,139,9.83,0
2020-04-23,04:03:58,55.44,222,-39.3,9.83,0
2020-04-23,04:04:58,53.87,222.1,-40.5,9.82,1
2020-04-23,04:05:58,56.02,218.4,-22.5,9.72,0
2020-04-23,04:06:58,56.22,222,100.2,9.79,0
2020-04-23,04:07:58,56.08,219,132.2,9.81,0
2020-04-23,04:08:58,55.77,221.5,158,9.82,0
2020-04-23,04:09:58,55.49,220.6,-48.9,9.8,0
2020-04-23,04:10:58,55.72,220.4,128.3,9.79,0
2020-04-23,04:11:58,55.41,221.2,100.3,9.79,0
2020-04-23,04:12:58,54.9,220.4,86.8,9.77,1
2020-04-23,04:13:58,54.06,217.7,-219.7,9.69,1
2020-04-23,04:14:58,56.25,218.8,216.3,9.66,0
2020-04-23,04:15:58,57.25,220.3,130.9,9.75,0
2020-04-23,04:16:58,56.74,219.3,135,9.8,1
2020-04-23,04:17:58,57.45,221.8,117.6,9.81,0
2020-04-23,04:18:58,56.76,218.7,129,9.82,1
2020-04-23,04:19:58,57.3,220.8,70.3,9.79,0
2020-04-23,04:20:58,56.61,222.3,86.5,9.79,1
2020-04-23,04:21:58,56.48,220.2,132.5,9.77,0
2020-04-23,04:22:58,56.31,219.7,104.7,9.76,0
2020-04-23,04:23:58,55.65,216.5,142.6,9.75,1
2020-04-23,04:24:58,55.21,220.7,89.6,9.72,1
2020-04-23,04:25:58,54.38,221.8,144.6,9.7,1
2020-04-23,04:26:58,54.71,221.7,202.9,9.6,0
2020-04-23,04:27:58,56.83,221.5,207.4,9.57,0
2020-04-23,04:28:58,57.62,222.2,78.6,9.65,0
2020-04-23,04:29:58,57.67,222.3,135.1,9.7,0
2020-04-23,04:30:58,57.67,222.3,123,9.71,0
2020-04-23,04:31:58,57.43,222.1,99.1,9.72,0
2020-04-23,04:32:58,57.36,219.5,134.6,9.71,0
2020-04-23,04:33:58,56.69,218.2,93.2,9.68,0
2020-04-23,04:34:58,56.38,219.4,135.1,9.68,0
2020-04-23,04:35:58,56.73,222.2,140.8,9.66,0
2020-04-23,04:36:58,55.73,219.2,122,9.63,0
2020-04-23,04:37:58,55.77,219.8,130,9.61,0
2020-04-23,04:38:58,55.14,221.7,125,9.59,0
2020-04-23,04:39:58,55.17,220.6,104.1,9.58,0
2020-04-23,04:40:58,53.89,218.1,221.2,9.48,1
2020-04-23,04:41:58,53.8,219.7,222.4,9.45,1
2020-04-23,04:42:58,55.58,221.7,119.7,9.53,0
2020-04-23,04:43:58,57.04,221.1,141.3,9.58,0
2020-04-23,04:44:58,57.7,218.1,103.4,9.6,0
2020-04-23,04:45:58,57.26,219,117.1,9.59,0
2020-04-23,04:46:58,56.86,219.5,74.3,9.58,0
2020-04-23,04:47:58,56.36,218.2,103.6,9.57,0
2020-04-23,04:48:58,56.16,217.9,124.4,9.56,0
2020-04-23,04:49:58,56.43,221.8,86.8,9.55,0
2020-04-23,04:50:58,55.31,221.5,119.1,9.53,0
2020-04-23,04:51:58,55.11,221.6,141.2,9.51,0
2020-04-23,04:52:58,54.69,220.1,-112.3,9.42,1
2020-04-23,04:53:58,54.2,220.5,-220.1,9.38,1
2020-04-23,04:54:58,55.86,221.9,78.6,9.46,0
2020-04-23,04:55:58,57.88,220.1,123.9,9.51,0
2020-04-23,04:56:58,57.76,219.7,132.7,9.53,0
2020-04-23,04:57:58,57.86,217.4,95.4,9.54,0
2020-04-23,04:58:58,57.14,219,132.4,9.52,0
2020-04-23,04:59:58,56.75,221.1,114.1,9.5,0
2020-04-23,05:00:58,56.32,218,86.3,9.49,0
2020-04-23,05:01:58,56.2,219.5,99.5,9.48,0
2020-04-23,05:02:58,56.6,219.2,109.6,9.46,0
2020-04-23,05:03:58,55.28,221.2,74.1,9.43,0
2020-04-23,05:04:58,55.68,220.8,125.2,9.42,0
2020-04-23,05:05:58,54.44,217.9,172,9.33,1
2020-04-23,05:06:58,54.16,218.3,170,9.28,1
2020-04-23,05:07:58,56.43,220.2,95.4,9.34,0
2020-04-23,05:08:58,57.46,220.9,86.3,9.4,0
2020-04-23,05:09:58,58.06,218.5,121.4,9.43,0
2020-04-23,05:10:58,58.18,222.2,101,9.42,0
2020-04-23,05:11:58,57.84,220.1,88.6,9.41,0
2020-04-23,05:12:58,57.48,220.2,101.3,9.41,0
2020-04-23,05:13:58,56.8,218.9,107.2,9.38,0
2020-04-23,05:14:58,56.87,222,131.2,9.36,0
2020-04-23,05:15:58,55.52,219.5,71.7,9.34,0
2020-04-23,05:16:58,55.44,220.8,119.8,9.33,0
2020-04-23,05:17:58,54.5,220.3,-211.1,9.25,1
2020-04-23,05:18:58,55.4,220.5,98.4,9.24,0
2020-04-23,05:19:58,56.22,219.9,130.9,9.28,0
2020-04-23,05:20:58,56.09,221.8,122.2,9.3,0
2020-04-23,05:21:58,56.04,218.6,86.4,9.28,0
2020-04-23,05:22:58,55.27,219.5,90,9.27,0
2020-04-23,05:23:58,55.34,219.1,134.6,9.26,0
2020-04-23,05:24:58,55.39,221.3,101.1,9.24,0
2020-04-23,05:25:58,54.41,219.7,222.3,9.16,1
2020-04-23,05:26:58,54.77,221.5,-204.7,9.1,1
2020-04-23,05:27:58,56.11,219.4,67.5,9.15,0
2020-04-23,05:28:58,57.63,218.8,115.9,9.22,0
2020-04-23,05:29:58,57.76,221.6,82.3,9.24,0
2020-04-23,05:30:58,57.58,219.7,136.8,9.25,0
2020-04-23,05:31:58,56.59,221.4,91.5,9.23,0
2020-04-23,05:32:58,57.19,222.3,90.1,9.23,0
2020-04-23,05:33:58,56.2,221.8,136.7,9.21,0
2020-04-23,05:34:58,55.39,221.2,53.6,9.18,0
2020-04-23,05:35:58,54.69,218.9,-88.3,9.12,1
2020-04-23,05:36:58,56.18,218.4,105.2,9.12,0
2020-04-23,05:37:58,56.77,221.6,109.7,9.17,0
2020-04-23,05:38:58,56.95,220.5,131.2,9.17,0
2020-04-23,05:39:58,56.72,219.7,110.2,9.17,0
2020-04-23,05:40:58,56.17,220.9,82.7,9.16,0
2020-04-23,05:41:58,55.61,221.9,121.3,9.14,0
2020-04-23,05:42:58,55.02,221.9,96.7,9.11,0
2020-04-23,05:43:58,54.86,218.4,-155.4,9.05,1
2020-04-23,05:44:58,55.38,220.5,132.8,9.04,0
2020-04-23,05:45:58,55.67,220.8,89.7,9.09,0
2020-04-23,05:46:58,55.92,219.3,125.2,9.1,0
2020-04-23,05:47:58,56.12,221.9,133.7,9.1,0
2020-04-23,05:48:58,55.73,222.2,92.8,9.09,0
2020-04-23,05:49:58,54.53,221.2,-99.2,9.02,1
2020-04-23,05:50:58,54.89,221.6,29.4,8.95,1
2020-04-23,05:51:58,56.88,220.1,100.1,8.99,0
2020-04-23,05:52:58,58.63,221.3,96.2,9.06,0
2020-04-23,05:53:58,57.61,218.5,59.2,9.08,0
2020-04-23,05:54:58,57.63,218.7,94,9.09,0
2020-04-23,05:55:58,57.24,218.4,127.3,9.08,0
2020-04-23,05:56:58,57.53,218.4,122.9,9.07,0
2020-04-23,05:57:58,57.1,220.5,87,9.05,0
2020-04-23,05:58:58,56.04,221.5,84.3,9.03,0
2020-04-23,05:59:58,56.38,222.3,124.4,9.01,0
2020-04-23,06:00:58,55.21,221.9,61.3,9,0
2020-04-23,06:01:58,54.52,218,-198.8,8.93,1
2020-04-23,06:02:58,54.77,221.8,212.9,8.86,1
2020-04-23,06:03:58,56.15,218.5,66.7,8.89,0
2020-04-23,06:04:58,57.21,221.5,117,8.96,0
2020-04-23,06:05:58,57.95,218.6,132.9,8.98,0
2020-04-23,06:06:58,57.84,222.2,100.9,8.99,0
2020-04-23,06:07:58,57.07,218.9,88.6,8.97,0
2020-04-23,06:08:58,57.4,221.8,87.4,8.97,0
2020-04-23,06:09:58,57.1,221.6,103.3,8.96,0
2020-04-23,06:10:58,55.86,221,132.1,8.93,0
2020-04-23,06:11:58,55.72,221.9,92.9,8.91,0
2020-04-23,06:12:58,55.44,221.5,148.9,8.89,0
2020-04-23,06:13:58,55.75,218.6,93,8.88,0
2020-04-23,06:14:58,55.19,219,64,8.85,0
2020-04-23,06:15:58,53.55,221.5,-206.2,8.79,1
2020-04-23,06:16:58,54.03,221.1,-60.4,8.72,1
2020-04-23,06:17:58,56.6,218,122,8.74,0
2020-04-23,06:18:58,57.29,220.6,133.2,8.82,0
2020-04-23,06:19:58,57.33,218.1,102.4,8.85,0
2020-04-23,06:20:58,57.12,220.8,97.6,8.86,0
2020-04-23,06:21:58,56.22,219.2,102.3,8.85,0
2020-04-23,06:22:58,56.91,221.8,128,8.83,0
2020-04-23,06:23:58,55.21,221.3,139.9,8.82,0
2020-04-23,06:24:58,54.81,218.3,144.2,8.76,1
2020-04-23,06:25:58,54.69,221.8,30.9,8.7,0
2020-04-23,06:26:58,56.81,221.6,108.7,8.77,0
2020-04-23,06:27:58,56.48,219.6,98.8,8.8,0
2020-04-23,06:28:58,57.05,219.5,139.1,8.8,0
2020-04-23,06:29:58,56.2,220.8,135.2,8.79,0
2020-04-23,06:30:58,56.43,222.2,78.4,8.75,0
2020-04-23,06:31:58,55.43,221.1,87.6,8.57,0
2020-04-23,06:32:58,53,220.8,77.8,8.41,0
2020-04-23,06:33:58,51.05,221.2,115.3,8.26,0
2020-04-23,06:34:58,49.93,220.6,102.5,8.12,0
2020-04-23,06:35:58,47.7,221.3,115.7,7.99,0
2020-04-23,06:36:58,45.6,220.7,70,7.85,0
2020-04-23,06:37:58,44.3,222,68.5,7.73,0
2020-04-23,06:38:58,43.54,222.3,130.1,7.6,0
2020-04-23,06:39:58,42.62,220.6,58.6,7.48,0
2020-04-23,06:40:58,40.98,221.8,122.7,7.35,0
2020-04-23,06:41:58,39.79,219.6,64.1,7.24,0
2020-04-23,06:42:58,38.99,222.2,87.3,7.13,0
2020-04-23,06:43:58,37.77,222.1,92.6,7.03,0
2020-04-23,06:44:58,37.31,221.3,60.6,6.94,0
2020-04-23,06:45:58,36.34,219.9,64,6.84,0
2020-04-23,06:46:58,35.59,221.9,67.2,6.76,0
2020-04-23,06:47:58,34.83,221.7,114.4,6.68,0
2020-04-23,06:48:58,34.7,221.9,112.4,6.61,0
2020-04-23,06:49:58,33.42,219.9,103.8,6.54,0
2020-04-23,06:50:58,32.88,221.1,55,6.48,0
2020-04-23,06:51:58,32.86,221.9,59.1,6.42,0
2020-04-23,06:52:58,31.94,221.9,66.1,6.36,0
2020-04-23,06:53:58,31.7,221.4,143.5,6.31,0
2020-04-23,06:54:58,31.52,222.1,127.9,6.26,0
2020-04-23,06:55:58,31.07,219.2,133.2,6.21,0
2020-04-23,06:56:58,30.52,221.5,94.5,6.17,0
2020-04-23,06:57:58,30.38,219.5,132.6,6.14,0
2020-04-23,06:58:58,29.79,219.6,60.5,6.1,0
2020-04-23,06:59:58,30.48,220.5,134.5,6.07,0
2020-04-23,07:00:58,28.74,221.5,52.3,6.03,0
2020-04-23,07:01:58,29.03,221.9,87.5,6,0
2020-04-23,07:02:58,28.32,222.2,73.3,5.97,0
2020-04-23,07:03:58,28.43,219.5,141.4,5.95,0
2020-04-23,07:04:58,26.66,219.3,93.2,6.06,0
2020-04-23,07:05:58,27.16,218,156.6,6.13,0
2020-04-23,07:06:58,27.16,222,145.6,6.18,0
2020-04-23,07:07:58,26.89,218.2,77.2,6.22,0
2020-04-23,07:08:58,26.46,221.1,73.7,6.25,0
2020-04-23,07:09:58,26.55,218.2,118.2,6.27,0
2020-04-23,07:10:58,25.99,219.1,131.8,6.28,0
2020-04-23,07:11:58,26.62,217.3,80.6,6.3,0
2020-04-23,07:12:58,25.7,221,135,6.31,0
2020-04-23,07:13:58,25.58,220,133.3,6.33,0
2020-04-23,07:14:58,26.04,220.7,128.1,6.34,0
2020-04-23,07:15:58,25.27,218.4,143.5,6.35,0
2020-04-23,07:16:58,26.07,221.2,83.4,6.36,0
2020-04-23,07:17:58,26.36,221.1,123.9,6.36,0
2020-04-23,07:18:58,25.64,219.5,77.8,6.37,0
2020-04-23,07:19:58,25.9,222.2,110.7,6.37,0
2020-04-23,07:20:58,25.57,219,131,6.37,0
2020-04-23,07:21:58,24.99,220.7,120.3,6.38,0
2020-04-23,07:22:58,25.61,218.4,127,6.38,0
2020-04-23,07:23:58,25.82,220.7,86.8,6.38,0
2020-04-23,07:24:58,25.77,220.9,135,6.39,0
2020-04-23,07:25:58,25.67,221.2,136.8,6.39,0
2020-04-23,07:26:58,25.13,219,82,6.39,0
2020-04-23,07:27:58,25.68,220.6,88.2,6.39,0
2020-04-23,07:28:58,24.5,219.1,118.7,6.39,0
2020-04-23,07:29:58,25.39,221.9,93.7,6.39,0
2020-04-23,07:30:58,24.8,220.9,125.1,6.39,0
2020-04-23,07:31:58,24.2,217.1,84.1,6.39,0
2020-04-23,07:32:58,24.77,218.5,94.1,6.4,0
2020-04-23,07:33:58,25.51,218.1,114.3,6.4,0
2020-04-23,07:34:58,24.52,220.1,132.8,6.4,0
2020-04-23,07:35:58,24.09,219.4,87.4,6.4,0
2020-04-23,07:36:58,24.58,220.6,82.6,6.4,0
2020-04-23,07:37:58,24.87,218.9,129.5,6.4,0
2020-04-23,07:38:58,24.21,217.6,89,6.4,0
2020-04-23,07:39:58,23.5,218,82.2,6.4,0
2020-04-23,07:40:58,24.59,219.5,138.5,6.4,0
2020-04-23,07:41:58,24.43,220,120.5,6.39,0
2020-04-23,07:42:58,24.32,220,91.5,6.39,0
2020-04-23,07:43:58,23.78,222.3,83.1,6.39,0
2020-04-23,07:44:58,23.84,220.8,121.1,6.39,0
2020-04-23,07:45:58,23.87,221.9,94.9,6.39,0
2020-04-23,07:46:58,23.64,220.4,131,6.38,0
2020-04-23,07:47:58,24.2,220.2,113.3,6.39,0
2020-04-23,07:48:58,24.04,221.3,131.6,6.38,0
2020-04-23,07:49:58,23.94,221.2,98.9,6.38,0
2020-04-23,07:50:59,23.85,222.1,117.1,6.38,0
2020-04-23,07:51:59,24.62,219.5,89,6.38,0
2020-04-23,07:52:59,23.64,221.1,133.4,6.38,0
2020-04-23,07:53:59,24.17,219.7,132.2,6.38,0
2020-04-23,07:54:59,24.3,219.5,89,6.37,0
2020-04-23,07:55:59,23.97,221,91.7,6.38,0
2020-04-23,07:56:59,23.23,217.8,112.8,6.37,0
2020-04-23,07:57:59,23.55,220.8,132.3,6.37,0
2020-04-23,07:58:59,23.73,221.5,117.4,6.37,0
2020-04-23,07:59:59,23.88,217.7,94.6,6.37,0
2020-04-23,08:00:59,24.48,220.8,104.2,6.36,0
2020-04-23,08:01:59,23,218.6,115.2,6.36,0
2020-04-23,08:02:59,22.67,219.8,106.1,6.37,0
2020-04-23,08:03:59,23.71,219.6,124.7,6.37,0
2020-04-23,08:04:59,23.87,219.6,108,6.36,0
2020-04-23,08:05:59,23.73,220.7,126.3,6.36,0
2020-04-23,08:06:59,23.24,218.3,126.9,6.36,0
2020-04-23,08:07:59,22.66,219.7,92.6,6.37,0
2020-04-23,08:08:59,23.7,219.9,136.3,6.36,0
2020-04-23,08:09:59,23.03,220,137.4,6.35,0
2020-04-23,08:10:59,23.2,221.8,128.5,6.35,0
2020-04-23,08:11:59,22.7,220.9,104.8,6.35,0
2020-04-23,08:12:59,22.81,221.1,96.8,6.36,0
2020-04-23,08:13:59,22.27,220.7,104.9,6.35,0
2020-04-23,08:14:59,23.18,219.8,109.6,6.35,0
2020-04-23,08:15:59,22.93,221.7,116.5,6.34,0
2020-04-23,08:16:59,22.71,222,126.9,6.33,0
2020-04-23,08:17:59,22.37,222,97.6,6.33,0
2020-04-23,08:18:59,23.13,220.7,103.2,6.33,0
2020-04-23,08:19:59,23.01,221.4,97.8,6.32,0
2020-04-23,08:20:59,23.04,222.1,125.2,6.31,0
2020-04-23,08:21:59,22.7,219.4,88.3,6.31,0
2020-04-23,08:22:59,22.52,221.5,131.3,6.3,0
2020-04-23,08:23:59,21.73,220.6,115.8,6.3,0
2020-04-23,08:24:59,22.45,219.6,88.7,6.3,0
2020-04-23,08:25:59,22.25,221.5,123.5,6.3,0
2020-04-23,08:26:59,21.85,221.2,132.9,6.29,0
2020-04-23,08:27:59,21.7,222.3,110.3,6.28,0
2020-04-23,08:28:59,22.16,220.7,108.9,6.28,0
2020-04-23,08:29:59,21.79,221.7,129.1,6.27,0
2020-04-23,08:30:59,22.31,222.2,101.9,6.27,0
2020-04-23,08:31:59,22.6,221.2,120.6,6.27,0
2020-04-23,08:32:59,21.99,218.3,131.8,6.26,0
2020-04-23,08:33:59,22,217.8,101,6.25,0
2020-04-23,08:34:59,22.12,221.6,100.9,6.24,0
2020-04-23,08:35:59,21.64,221,107.2,6.24,0
