currentdate,currenttime,temperature_kettle,temperature_mash,temperature_amb,weight,heater
2020-04-23,10:32:59,49.6,220.5,209.9,14.5,1
2020-04-23,10:33:59,50.06,217.4,121.4,14.42,0
2020-04-23,10:34:59,50.55,221.1,165.2,14.44,0
2020-04-23,10:35:59,51.22,218.7,170.3,14.46,0
2020-04-23,10:36:59,50.54,219.3,156.7,14.47,0
2020-04-23,10:37:59,50.55,221.4,110.1,14.45,0
2020-04-23,10:38:59,50.04,218.2,147.6,14.53,0
2020-04-23,10:39:59,51.19,219.5,172.5,14.55,0
2020-04-23,10:40:59,51.14,218.9,168.7,14.57,0
2020-04-23,10:41:59,49.98,221.9,33.8,14.56,1
2020-04-23,10:42:59,50.13,222.4,152.5,14.46,0
2020-04-23,10:43:59,51.28,220.8,126.5,14.47,0
2020-04-23,10:44:59,51.48,218.3,142.3,14.49,0
2020-04-23,10:45:59,50.83,222.2,157.5,14.5,0
2020-04-23,10:46:59,51.07,221.5,165.1,14.49,0
2020-04-23,10:47:59,50.75,219.3,140.5,14.49,0
2020-04-23,10:48:59,51.02,221.6,126.5,14.43,0
2020-04-23,10:49:59,50.78,221.3,155.9,14.27,0
2020-04-23,10:50:59,50.89,219.4,165.2,14.28,0
2020-04-23,10:51:59,50.11,219.5,133.1,14.28,0
2020-04-23,10:52:59,49.72,221.2,137.9,14.29,0
2020-04-23,10:53:59,49.6,218.9,160.3,14.29,0
2020-04-23,10:54:59,49.36,220.2,123.1,14.29,0
2020-04-23,10:55:59,49.63,221.6,162.2,14.29,0
2020-04-23,10:56:59,48.98,220.2,137.4,14.29,0
2020-04-23,10:57:59,49.27,221.6,157.7,14.29,0
2020-04-23,10:58:59,49.13,219.3,163.2,14.28,0
2020-04-23,10:59:59,49.13,221.5,156.5,14.28,0
2020-04-23,11:00:59,47.92,220.3,148.5,14.28,0
2020-04-23,11:01:59,48.33,220.8,130.1,14.27,0
2020-04-23,11:02:59,48.34,219.8,156.1,14.26,0
2020-04-23,11:03:59,48.36,222.2,152.3,14.27,0
2020-04-23,11:04:59,48.63,219.3,166.3,14.27,0
2020-04-23,11:05:59,48.06,221.1,165.5,14.25,0
2020-04-23,11:06:59,47.61,217.8,117.1,14.25,0
2020-04-23,11:07:59,48.3,221.8,106.6,14.25,0
2020-04-23,11:08:59,46.99,220,149.9,14.25,0
2020-04-23,11:09:59,47.47,221.3,157.4,14.24,0
2020-04-23,11:10:59,47.25,220.4,131.9,14.23,0
2020-04-23,11:11:59,47.3,219.8,148.1,14.23,0
2020-04-23,11:12:59,47.01,220.3,163,14.22,0
2020-04-23,11:13:59,46.73,222.1,171.3,14.21,0
2020-04-23,11:14:59,46.09,218.9,130.3,14.21,0
2020-04-23,11:15:59,46.68,220.9,176.1,14.21,0
2020-04-23,11:16:59,46.64,222.2,154.5,14.21,0
2020-04-23,11:17:59,45.66,220.7,150.2,14.21,0
2020-04-23,11:18:59,45.44,218.6,159.8,14.2,0
2020-04-23,11:19:59,46.12,222,157.4,14.19,0
2020-04-23,11:20:59,45.6,219.3,163.9,14.19,0
2020-04-23,11:21:59,46.2,220.8,141.4,14.19,0
2020-04-23,11:22:59,44.76,219,165.8,14.18,0
2020-04-23,11:23:59,45.37,219.1,163.6,14.18,0
2020-04-23,11:24:59,45.46,218.5,162.8,14.18,0
2020-04-23,11:25:59,45.29,219.1,165.8,14.18,0
2020-04-23,11:26:59,45.04,220.9,128.4,14.17,0
2020-04-23,11:27:59,43.98,221.4,164.6,14.17,0
2020-04-23,11:28:59,44.63,221.3,137.8,14.17,0
2020-04-23,11:29:59,44.61,220.6,149.1,14.16,0
2020-04-23,11:30:59,44.56,219.3,155.7,14.16,0
2020-04-23,11:31:59,44.01,218.1,128.1,14.16,0
2020-04-23,11:33:00,43.9,217.9,164.4,14.16,0
2020-04-23,11:34:00,44.16,219.4,165.3,14.15,0
2020-04-23,11:35:00,43.86,221.8,142.3,14.15,0
2020-04-23,11:36:00,44.18,218.9,172.6,14.15,0
2020-04-23,11:37:00,44.09,221.6,154.2,14.15,0
2020-04-23,11:38:00,43.55,220.2,130.7,14.15,0
2020-04-23,11:39:00,43.61,220.4,167.2,14.14,0
2020-04-23,11:40:00,42.75,217.9,125.7,14.14,0
2020-04-23,11:41:00,42.8,217.7,129.6,14.14,0
2020-04-23,11:42:00,42.63,219.9,164.7,14.13,0
2020-04-23,11:43:00,43.16,218.8,149.1,14.14,0
2020-04-23,11:44:00,43.34,217.4,126.5,14.13,0
2020-04-23,11:45:00,43.23,219.8,155.6,14.13,0
2020-04-23,11:46:00,42.64,221.6,123.2,14.13,0
2020-04-23,11:47:00,42.51,222.2,138.1,14.13,0
2020-04-23,11:48:00,42.56,222.2,169.4,14.13,0
2020-04-23,11:49:00,42.13,217.9,118.7,14.12,0
2020-04-23,11:50:00,41.84,221.5,166.6,14.11,0
2020-04-23,11:51:00,41.44,220.9,130.9,14.12,0
2020-04-23,11:52:00,42.33,218.6,166,14.11,0
2020-04-23,11:53:00,42.16,219.5,162.2,14.11,0
2020-04-23,11:54:00,41.54,222.1,127.1,14.11,0
2020-04-23,11:55:00,41.71,222.3,123.9,14.1,0
2020-04-23,11:56:00,42.05,218.6,155.9,14.11,0
2020-04-23,11:57:00,41.47,220.4,164,14.1,0
2020-04-23,11:58:00,41.01,218.7,117.1,14.1,0
2020-04-23,11:59:00,41.62,219.4,162.9,14.1,0
2020-04-23,12:00:00,40.86,221.6,172.5,14.09,0

